name,qid,filename,file_page,author,license,source,image_url,_saved_path
Jamaal Lascelles,Q1679812,Jamaal Lascelles 2014.jpg,https://commons.wikimedia.org/wiki/File:Jamaal Lascelles 2014.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/119557218@N03"">james cumberpatch</a>",CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Jamaal%20Lascelles%202014.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Jamaal Lascelles 2014.jpg
Nicolás Domínguez,Q29419531,Escudo del Club Atlético Vélez Sarsfield.svg,https://commons.wikimedia.org/wiki/File:Escudo del Club Atlético Vélez Sarsfield.svg,"<a href=""//commons.wikimedia.org/wiki/User:Trandos"" title=""User:Trandos"">Trandos</a>",Public domain,club,https://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20del%20Club%20Atl%C3%A9tico%20V%C3%A9lez%20Sarsfield.svg?width=400,/Users/mzahariev/footballspinner/public/players/Escudo del Club Atlético Vélez Sarsfield.svg
Angus Gunn,Q20807705,Angus.gunn.jpg,https://commons.wikimedia.org/wiki/File:Angus.gunn.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Cherzo&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Cherzo (page does not exist)"">Me</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Angus.gunn.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Angus.gunn.jpg
Igor Jesus,Q110884245,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Omari Hutchinson,Q111145131,"Omari Hutchinson, Ipswich Town.jpg","https://commons.wikimedia.org/wiki/File:Omari Hutchinson, Ipswich Town.jpg","<a href=""//commons.wikimedia.org/w/index.php?title=User:Xaneph&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Xaneph (page does not exist)"">James Cracknell</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Omari%20Hutchinson%2C%20Ipswich%20Town.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Omari Hutchinson Ipswich Town.jpg
Ryan Yates,Q28794002,Ryan Yates.jpg,https://commons.wikimedia.org/wiki/File:Ryan Yates.jpg,Nottingham Forest F.C.,CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Ryan%20Yates.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Ryan Yates.jpg
Jair Cunha Filho,Q102297512,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
James McAtee,Q108653498,ManCity20240722-049 (James McAfee).jpg,https://commons.wikimedia.org/wiki/File:ManCity20240722-049 (James McAfee).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Hameltion"" title=""User:Hameltion"">Hameltion</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/ManCity20240722-049%20%28James%20McAfee%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/ManCity20240722-049 (James McAfee).jpg
Matz Sels,Q6792066,Gent-Zenit (15).jpg,https://commons.wikimedia.org/wiki/File:Gent-Zenit (15).jpg,Вячеслав Евдокимов,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Gent-Zenit%20%2815%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Gent-Zenit (15).jpg
Dilane Bakwa,Q99672568,Bakwa asse rcsa 2425.jpg,https://commons.wikimedia.org/wiki/File:Bakwa asse rcsa 2425.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Pat%C3%A9_kroute"" title=""User:Paté kroute"">Paté kroute</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Bakwa%20asse%20rcsa%202425.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Bakwa asse rcsa 2425.jpg
Willy Boly,Q570983,Shahter-Braga (7).jpg,https://commons.wikimedia.org/wiki/File:Shahter-Braga (7).jpg,Богдан Заяц,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Shahter-Braga%20%287%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Shahter-Braga (7).jpg
Nikola Milenković,Q23887939,Nikola Milenković 2018.jpg,https://commons.wikimedia.org/wiki/File:Nikola Milenković 2018.jpg,Екатерина Лаут,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Nikola%20Milenkovi%C4%87%202018.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Nikola Milenković 2018.jpg
Ola Aina,Q20730338,Ola Aina 2016.jpg,https://commons.wikimedia.org/wiki/File:Ola Aina 2016.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/121676765@N07"">@cfcunofficial (Chelsea Debs) London</a>",CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Ola%20Aina%202016.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Ola Aina 2016.jpg
Oleksandr Zinchenko,Q19636859,"2021-12-07 Fußball, Männer, UEFA Champions League, RB Leipzig - Manchester City FC 1DX 2777 by Stepro.jpg","https://commons.wikimedia.org/wiki/File:2021-12-07 Fußball, Männer, UEFA Champions League, RB Leipzig - Manchester City FC 1DX 2777 by Stepro.jpg","<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2021-12-07%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%20UEFA%20Champions%20League%2C%20RB%20Leipzig%20-%20Manchester%20City%20FC%201DX%202777%20by%20Stepro.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2021-12-07 Fußball Männer UEFA Champions League RB Leipzig - Manchester City FC 1DX 2777 by Stepro.jpg
Nicolò Savona,Q115751484,Nicolò Savona.jpg,https://commons.wikimedia.org/wiki/File:Nicolò Savona.jpg,"<a href=""//commons.wikimedia.org/wiki/User:SonoGrazy"" title=""User:SonoGrazy"">SonoGrazy</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Nicol%C3%B2%20Savona.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Nicolò Savona.jpg
Morato,Q10332286,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Murillo,Q973477,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Ibrahim Sangaré,Q27832634,Ibrahim Sangaré (2018-05-09).jpg,https://commons.wikimedia.org/wiki/File:Ibrahim Sangaré (2018-05-09).jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Gaillac&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Gaillac (page does not exist)"">Gaillac</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Ibrahim%20Sangar%C3%A9%20%282018-05-09%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Ibrahim Sangaré (2018-05-09).jpg
Callum Hudson-Odoi,Q42396622,Callum Hudson-Odoi 2021.jpg,https://commons.wikimedia.org/wiki/File:Callum Hudson-Odoi 2021.jpg,Vyacheslav Evdokimov,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Callum%20Hudson-Odoi%202021.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Callum Hudson-Odoi 2021.jpg
Elliot Anderson,Q18643323,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Taiwo Awoniyi,Q20932574,"2022-04-20 Fußball, Männer, DFB-Pokal, RB Leipzig - 1. FC Union Berlin 1DX 8274 by Stepro.jpg","https://commons.wikimedia.org/wiki/File:2022-04-20 Fußball, Männer, DFB-Pokal, RB Leipzig - 1. FC Union Berlin 1DX 8274 by Stepro.jpg","<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2022-04-20%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%20DFB-Pokal%2C%20RB%20Leipzig%20-%201.%20FC%20Union%20Berlin%201DX%208274%20by%20Stepro.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2022-04-20 Fußball Männer DFB-Pokal RB Leipzig - 1. FC Union Berlin 1DX 8274 by Stepro.jpg
Chris Rigg,Q116077683,Chrisriggsafcplayerawards.jpg,https://commons.wikimedia.org/wiki/File:Chrisriggsafcplayerawards.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Loaf_1212&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Loaf 1212 (page does not exist)"">Loaf 1212</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Chrisriggsafcplayerawards.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Chrisriggsafcplayerawards.jpg
Luke O'Nien,Q16236417,"O'Nien, Luke.jpg","https://commons.wikimedia.org/wiki/File:O'Nien, Luke.jpg","<a href=""https://en.wikipedia.org/wiki/user:Skippo10"" class=""extiw"" title=""w:user:Skippo10"">user:Skippo10</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/O%27Nien%2C%20Luke.jpg?width=800,/Users/mzahariev/footballspinner/public/players/ONien Luke.jpg
Omar Alderete,Q41800131,Omar Alderete 2019 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Omar Alderete 2019 (cropped).jpg,Дмитрий Пукалик,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Omar%20Alderete%202019%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Omar Alderete 2019 (cropped).jpg
Reinildo Mandava,Q24451748,Reinildo Mandava (cropped).jpg,https://commons.wikimedia.org/wiki/File:Reinildo Mandava (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Werner100359"" title=""User:Werner100359"">Werner100359</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Reinildo%20Mandava%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Reinildo Mandava (cropped).jpg
Wilson Isidor,Q58484930,Wilson Isidor in 2022.jpg,https://commons.wikimedia.org/wiki/File:Wilson Isidor in 2022.jpg,Антон Зайцев,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Wilson%20Isidor%20in%202022.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Wilson Isidor in 2022.jpg
Habib Diarra,Q108924143,Diarra asse rcsa 2425.jpg,https://commons.wikimedia.org/wiki/File:Diarra asse rcsa 2425.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Pat%C3%A9_kroute"" title=""User:Paté kroute"">Paté kroute</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Diarra%20asse%20rcsa%202425.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Diarra asse rcsa 2425.jpg
Nordi Mukiele,Q20745071,"2020-03-10 Fußball, Männer, UEFA Champions League Achtelfinale, RB Leipzig - Tottenham Hotspur 1DX 3670 by Stepro.jpg","https://commons.wikimedia.org/wiki/File:2020-03-10 Fußball, Männer, UEFA Champions League Achtelfinale, RB Leipzig - Tottenham Hotspur 1DX 3670 by Stepro.jpg","<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2020-03-10%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%20UEFA%20Champions%20League%20Achtelfinale%2C%20RB%20Leipzig%20-%20Tottenham%20Hotspur%201DX%203670%20by%20Stepro.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2020-03-10 Fußball Männer UEFA Champions League Achtelfinale RB Leipzig - Tottenham Hotspur 1DX 3670 by Stepro.jpg
Robin Roefs,Q122789696,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Simon Adingra,Q107742783,Simon Adingra USG 2023.jpg,https://commons.wikimedia.org/wiki/File:Simon Adingra USG 2023.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Sidney.Cortez&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Sidney.Cortez (page does not exist)"">Sidney.Cortez</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Simon%20Adingra%20USG%202023.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Simon Adingra USG 2023.jpg
Arthur Masuaku,Q16010783,"Arthur Masuaku, 2023 (cropped).jpg","https://commons.wikimedia.org/wiki/File:Arthur Masuaku, 2023 (cropped).jpg",Beşiktaş JK,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Arthur%20Masuaku%2C%202023%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Arthur Masuaku 2023 (cropped).jpg
Noah Sadiki,Q112112992,Noah Sadiki USG 2024.jpg,https://commons.wikimedia.org/wiki/File:Noah Sadiki USG 2024.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Sidney.Cortez&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Sidney.Cortez (page does not exist)"">Sidney.Cortez</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Noah%20Sadiki%20USG%202024.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Noah Sadiki USG 2024.jpg
Enzo Le Fée,Q64009974,Lens - Stade Rennais (20-08-2023) 54.jpg,https://commons.wikimedia.org/wiki/File:Lens - Stade Rennais (20-08-2023) 54.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Supporterh%C3%A9ninois&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Supporterhéninois (page does not exist)"">Supporterhéninois</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Lens%20-%20Stade%20Rennais%20%2820-08-2023%29%2054.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Lens - Stade Rennais (20-08-2023) 54.jpg
Ahmed Abdullahi Mohamad,Q111235158,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Dennis Cirkin,Q108094274,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Trai Hume,Q110425651,Traihumesafcawards.jpg,https://commons.wikimedia.org/wiki/File:Traihumesafcawards.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Loaf_1212&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Loaf 1212 (page does not exist)"">Loaf 1212</a>",CC BY 4.0 (https://creativecommons.org/licenses/by/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Traihumesafcawards.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Traihumesafcawards.jpg
Leo Hjelde,Q105046386,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Granit Xhaka,Q514427,Granit Xhaka (cropped).jpg,https://commons.wikimedia.org/wiki/File:Granit Xhaka (cropped).jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/121676765@N07"">@cfcunofficial (Chelsea Debs) London</a> from London, UK",CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Granit%20Xhaka%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Granit Xhaka (cropped).jpg
Jenson Jones,,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Jaydon Jones,,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Jack Whittaker,Q6115780,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Tymur Tutierov,,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Lutsharel Geertruida,Q42328360,Lutsharel Geertruida (Testspiel 2022-07-09) 14 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Lutsharel Geertruida (Testspiel 2022-07-09) 14 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Werner100359"" title=""User:Werner100359"">Werner100359</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Lutsharel%20Geertruida%20%28Testspiel%202022-07-09%29%2014%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Lutsharel Geertruida (Testspiel 2022-07-09) 14 (cropped).jpg
Chemsdine Talbi,Q113510254,Chemsdine Talbi (Morocco v Niger) 12 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Chemsdine Talbi (Morocco v Niger) 12 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Reda_benkhadra"" title=""User:Reda benkhadra"">Reda benkhadra</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Chemsdine%20Talbi%20%28Morocco%20v%20Niger%29%2012%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Chemsdine Talbi (Morocco v Niger) 12 (cropped).jpg
Brian Brobbey,Q57456997,GAE - Ajax - 52788469380 (Brobbey).jpg,https://commons.wikimedia.org/wiki/File:GAE - Ajax - 52788469380 (Brobbey).jpg,Carlo Bruil Fotografie,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/GAE%20-%20Ajax%20-%2052788469380%20%28Brobbey%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/GAE - Ajax - 52788469380 (Brobbey).jpg
Guglielmo Vicario,Q44083681,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
James Maddison,Q135734923,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Mathys Tel,Q108106700,מאתיס תל.jpg,https://commons.wikimedia.org/wiki/File:מאתיס תל.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Telalon&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Telalon (page does not exist)"">Telalon</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/%D7%9E%D7%90%D7%AA%D7%99%D7%A1%20%D7%AA%D7%9C.jpg?width=800,/Users/mzahariev/footballspinner/public/players/מאתיס תל.jpg
Lucas Bergvall,Q115371638,"Lucas Bergvall (Sweden U21 vs Moldova U21, 13 October 2023).jpg","https://commons.wikimedia.org/wiki/File:Lucas Bergvall (Sweden U21 vs Moldova U21, 13 October 2023).jpg","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/198658015@N03"">Amanda Aikioniemi</a>",Public domain,player,https://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Bergvall%20%28Sweden%20U21%20vs%20Moldova%20U21%2C%2013%20October%202023%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Lucas Bergvall (Sweden U21 vs Moldova U21 13 October 2023).jpg
Cristian Romero,Q28058687,Cristian Romero WC2022.jpg,https://commons.wikimedia.org/wiki/File:Cristian Romero WC2022.jpg,Hossein Zohrevand,CC BY 4.0 (https://creativecommons.org/licenses/by/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Cristian%20Romero%20WC2022.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Cristian Romero WC2022.jpg
Dominic Solanke,Q18336397,Dominic Solanke YouTube 2024.png,https://commons.wikimedia.org/wiki/File:Dominic Solanke YouTube 2024.png,"<a rel=""nofollow"" class=""external text"" href=""https://www.afcb.co.uk/"">AFC Bournemouth</a>",CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Dominic%20Solanke%20YouTube%202024.png?width=800,/Users/mzahariev/footballspinner/public/players/Dominic Solanke YouTube 2024.png
Mohammed Kudus,Q56877051,GAE - Ajax - 52788309814 (Mohammed Kudus).jpg,https://commons.wikimedia.org/wiki/File:GAE - Ajax - 52788309814 (Mohammed Kudus).jpg,Carlo Bruil Fotografie,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/GAE%20-%20Ajax%20-%2052788309814%20%28Mohammed%20Kudus%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/GAE - Ajax - 52788309814 (Mohammed Kudus).jpg
Dejan Kulusevski,Q59914139,Sweden-Slovenia Nations League 2022-09-27 17 Kulusevski (cropped).jpg,https://commons.wikimedia.org/wiki/File:Sweden-Slovenia Nations League 2022-09-27 17 Kulusevski (cropped).jpg,"<ul><li><b>Original: </b> <a href=""//commons.wikimedia.org/wiki/User:Rolandhino1"" title=""User:Rolandhino1"">Rolandhino1</a></li>
<li><b>Derivative work: </b> <a href=""//commons.wikimedia.org/w/index.php?title=User:Danyele&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Danyele (page does not exist)"">Danyele</a></li></ul>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Sweden-Slovenia%20Nations%20League%202022-09-27%2017%20Kulusevski%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Sweden-Slovenia Nations League 2022-09-27 17 Kulusevski (cropped).jpg
Pedro Porro,Q44080929,Pedro Porro 2021.png,https://commons.wikimedia.org/wiki/File:Pedro Porro 2021.png,"<a rel=""nofollow"" class=""external text"" href=""https://www.youtube.com/channel/UCnJj6L93JX3Jrhzv81ayywA"">Sporting Clube de Portugal</a>",CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20Porro%202021.png?width=800,/Users/mzahariev/footballspinner/public/players/Pedro Porro 2021.png
Kota Takai,Q111113892,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Wilson Odobert,Q113464781,Wilson Odobert 2022.jpg,https://commons.wikimedia.org/wiki/File:Wilson Odobert 2022.jpg,ESTAC Troyes,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Wilson%20Odobert%202022.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Wilson Odobert 2022.jpg
Radu Drăgușin,Q86835512,Radu Dragusin - Frosinone vs Genoa 14 May 2023.jpg,https://commons.wikimedia.org/wiki/File:Radu Dragusin - Frosinone vs Genoa 14 May 2023.jpg,"<ul><li><b>Original: </b> <a href=""//commons.wikimedia.org/wiki/User:Sardognunu"" title=""User:Sardognunu"">Antonio Fraioli</a></li>
<li><b>Derivative work: </b> <a href=""//commons.wikimedia.org/wiki/User:8Dodo8"" title=""User:8Dodo8"">8Dodo8</a></li></ul>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Radu%20Dragusin%20-%20Frosinone%20vs%20Genoa%2014%20May%202023.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Radu Dragusin - Frosinone vs Genoa 14 May 2023.jpg
Rodrigo Bentancur,Q18817134,20171114 AUT URU 4518 - Rodrigo Bentancur (cropped) 2.jpg,https://commons.wikimedia.org/wiki/File:20171114 AUT URU 4518 - Rodrigo Bentancur (cropped) 2.jpg,"<ul><li><b>Original: </b> <a href=""//commons.wikimedia.org/wiki/User:Ailura"" title=""User:Ailura"">Ailura</a></li>
<li><b>Derivative work: </b> <a href=""//commons.wikimedia.org/w/index.php?title=User:Danyele&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Danyele (page does not exist)"">Danyele</a></li></ul>",CC BY-SA 3.0 at (https://creativecommons.org/licenses/by-sa/3.0/at/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/20171114%20AUT%20URU%204518%20-%20Rodrigo%20Bentancur%20%28cropped%29%202.jpg?width=800,/Users/mzahariev/footballspinner/public/players/20171114 AUT URU 4518 - Rodrigo Bentancur (cropped) 2.jpg
Antonín Kinský,Q532988,Antonín Kinský1.jpg,https://commons.wikimedia.org/wiki/File:Antonín Kinský1.jpg,Рыбакова Елена,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Anton%C3%ADn%20Kinsk%C3%BD1.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Antonín Kinský1.jpg
Micky van de Ven,Q69812902,Micky Van De Ven pre-match training (cropped).jpg,https://commons.wikimedia.org/wiki/File:Micky Van De Ven pre-match training (cropped).jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:KrispyKrumpets&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:KrispyKrumpets (page does not exist)"">KrispyKrumpets</a>",CC BY 4.0 (https://creativecommons.org/licenses/by/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Micky%20Van%20De%20Ven%20pre-match%20training%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Micky Van De Ven pre-match training (cropped).jpg
Randal Kolo Muani,Q59655998,Randal Kolo Muani 2020.jpg,https://commons.wikimedia.org/wiki/File:Randal Kolo Muani 2020.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Supporterh%C3%A9ninois&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Supporterhéninois (page does not exist)"">Supporterhéninois</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Randal%20Kolo%20Muani%202020.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Randal Kolo Muani 2020.jpg
Kevin Danso,Q28868192,RC Lens - Lille OSC (17-09-2021) 46.jpg,https://commons.wikimedia.org/wiki/File:RC Lens - Lille OSC (17-09-2021) 46.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Supporterh%C3%A9ninois&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Supporterhéninois (page does not exist)"">Supporterhéninois</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/RC%20Lens%20-%20Lille%20OSC%20%2817-09-2021%29%2046.jpg?width=800,/Users/mzahariev/footballspinner/public/players/RC Lens - Lille OSC (17-09-2021) 46.jpg
Callum Olusesi,Q131573499,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
